      t[ns]     EtO1x     EtO1y     EtO1z     EtO2x     EtO2y     EtO2z     EtO3x     EtO3y     EtO3z     EtO4x     EtO4y     EtO4z     EtO5x     EtO5y     EtO5z     EtO6x     EtO6y     EtO6z     EtO7x     EtO7y     EtO7z     EtO8x     EtO8y     EtO8z     EtO9x     EtO9y     EtO9z    EtO10x    EtO10y    EtO10z    EtO11x    EtO11y    EtO11z    EtO12x    EtO12y    EtO12z    EtO13x    EtO13y    EtO13z    EtO14x    EtO14y    EtO14z    EtO15x    EtO15y    EtO15z    EtO16x    EtO16y    EtO16z    EtO17x    EtO17y    EtO17z    EtO18x    EtO18y    EtO18z    EtO19x    EtO19y    EtO19z    EtO20x    EtO20y    EtO20z    EtO21x    EtO21y    EtO21z    EtO22x    EtO22y    EtO22z    EtO23x    EtO23y    EtO23z    EtO24x    EtO24y    EtO24z    EtO25x    EtO25y    EtO25z    EtO26x    EtO26y    EtO26z    EtO27x    EtO27y    EtO27z
        9.68    -31.42    -21.91     -4.49     -0.22     82.01     31.98   -115.34     13.34    137.35     73.56      5.32    -33.88    -51.55     32.38    -56.23     55.35    116.73     50.26     13.36     62.36    183.15    -40.53    -49.12     37.85     96.95    158.53    -52.37     41.27     77.25      9.15     11.04    171.60    -78.88     41.83     93.03     89.73    -24.08     62.56     -6.96    110.47    -69.07    186.94      1.85    125.13    -17.80     93.26    100.24     42.95     -6.51     -0.57    -15.73    -39.40    -25.86    -68.19    -25.09     -0.55     58.99     38.17     96.17    -14.74     42.77     56.79    -28.57   -145.76    -42.16    -11.28     52.33    144.46     95.44    -57.58    -28.26    100.41     32.02    107.53     24.87      8.60     42.01     38.70     -3.89     35.84     58.79
        9.60    -31.91    -26.03     -3.13      1.03     86.11     29.11   -112.44     13.77    131.96     73.35      4.31    -29.42    -53.98     31.79    -53.97     49.85    114.97     50.49      8.66     61.35    185.55    -38.58    -52.26     38.50     97.75    161.73    -47.97     39.35     78.30     11.49      8.53    175.90    -83.93     36.66     92.83     87.11    -19.96     69.35     -4.84    116.24    -73.78    184.82      1.69    123.60    -13.96     91.16    101.38     42.62     -0.69     -0.08     -9.78    -40.96    -23.79    -70.71    -21.69     -3.83     54.06     39.77     95.90    -17.48     41.84     52.69    -27.88   -140.95    -47.38    -15.37     58.14    142.98     96.36    -56.31    -30.78    108.03     28.56    107.95     23.65      4.36     41.85     36.92     -7.40     34.18     59.80
        9.62    -29.78    -25.90      1.02     -4.02     84.59     27.78   -113.14     12.43    140.37     74.40     -1.29    -29.83    -55.88     28.30    -52.93     48.95    109.41     40.64      3.27     56.65    190.85    -40.49    -55.60     41.03     95.91    164.62    -49.34     28.59     87.43     11.08     16.87    171.12    -86.28     38.84     94.81     89.13    -19.90     70.60     -0.86    112.30    -76.22    180.96      8.88    125.26    -16.65     90.80    102.75     49.48      4.75      8.86     -0.35    -40.79    -24.38    -70.90    -20.12     -8.21     55.87     39.71     99.40    -17.45     38.00     47.40    -28.99   -141.08    -40.79    -18.20     58.43    139.89     91.66    -54.14    -26.41    103.70     29.77    111.88     18.13      9.52     41.72     38.37    -10.50     32.12     62.55
        9.74    -30.89    -24.50      7.43    -11.84     86.45     31.51   -112.56     17.00    139.94     73.30      0.87    -30.46    -53.45     27.02    -52.67     47.27    106.84     35.61      0.44     56.38    188.18    -38.19    -56.11     43.72     95.18    167.81    -50.35     23.95     83.28     16.04     10.40    169.09    -90.20     38.01     91.62     88.37    -13.20     65.65      1.61    110.32    -76.46    180.32     12.37    133.97    -12.54     89.23    104.67     47.47      1.88      7.39     -1.08    -36.74    -21.34    -69.32    -21.72     -5.86     55.56     40.74    101.98    -19.07     34.62     48.18    -26.45   -136.51    -40.68    -18.93     61.63    145.16     93.39    -53.45    -24.01    107.55     27.61    109.80     19.32      9.13     40.18     38.61     -9.94     31.85     67.52
        9.76    -35.57    -20.04      8.97     -8.70     84.42     34.05   -112.00     17.46    143.88     71.61     -0.02    -36.21    -48.81     22.68    -54.19     48.43    110.94     32.25      4.08     57.24    185.94    -35.02    -45.13     44.35     92.41    167.60    -49.52     22.48     90.00     16.72      7.43    163.71    -89.29     42.22     95.95     85.20    -10.23     57.38     -3.86    101.88    -77.88    173.34      6.56    133.90    -11.71     94.84    107.24     51.62     -1.47      3.95     -4.24    -41.24    -14.61    -68.61    -23.24     -6.31     57.16     36.72    100.01    -19.12     36.55     39.16    -23.29   -134.92    -46.77    -20.31     61.42    148.01     89.82    -51.15    -26.16    108.47     30.36    115.89     17.10     11.60     35.64     33.18     -3.44     31.44     71.17
        9.78    -34.41    -17.90      7.24     -5.46     90.06     36.62   -118.04     12.54    143.85     72.41      1.28    -37.06    -44.72     20.48    -53.79     50.54    108.78     32.26      6.78     57.08    188.25    -31.66    -43.29     45.51     92.41    165.35    -50.06     20.74     89.81     13.80      6.04    164.19    -90.77     37.34     93.09     82.27     -7.59     53.62     -0.92    103.21    -80.39    174.53      9.72    129.12    -15.39     93.50    107.90     57.53     -7.74      0.85     -0.53    -43.63    -12.82    -70.22    -20.92     -4.31     58.36     34.32     97.45    -20.32     40.60     35.26    -23.65   -134.32    -49.84    -17.27     65.03    147.85     86.24    -48.40    -19.32    102.16     30.79    112.87     22.94      8.33     35.10     25.99     -3.15     34.74     68.61
        9.70    -31.85    -22.94      8.28     -1.70     89.43     34.58   -118.83      8.15    138.62     69.21     -2.11    -32.93    -44.77     19.27    -55.89     50.65    110.16     33.84      3.29     58.08    189.45    -30.33    -37.01     43.67     94.51    164.64    -45.12     15.49     88.39     13.87      8.31    161.01    -94.22     33.42     94.43     80.25     -5.79     49.95     -5.96    102.28    -79.79    174.08     11.95    119.99    -12.83     96.79    105.97     52.85     -8.56      1.91      2.20    -41.97    -14.33    -70.83    -21.43     -8.35     59.62     35.14    100.94    -22.93     40.86     37.23    -21.15   -134.76    -48.71    -16.97     66.76    153.25     84.40    -48.75    -25.73    106.52     32.58    121.59     23.18      9.63     35.94     23.71     -0.30     32.97     67.41
        9.72    -31.32    -18.42      8.62     -1.89     96.11     33.73   -117.63      6.64    141.53     70.71      2.19    -39.12    -39.48     17.48    -57.66     49.77    117.24     26.39     -1.13     57.25    186.74    -24.03    -39.75     46.58     92.58    167.24    -44.80     14.54     87.18     17.76      7.45    161.05    -93.66     33.56     88.63     77.73     -0.42     48.45      1.65    100.62    -83.88    170.83     13.55    122.40    -12.41     99.02    102.16     49.56    -12.75      1.00      3.74    -35.43    -18.96    -70.32    -23.20     -9.22     53.18     29.81     95.29    -18.09     37.03     40.17    -19.63   -133.63    -47.59    -22.23     68.51    156.88     83.75    -50.98    -28.05    107.07     32.23    121.89     24.50      9.03     38.59     24.77     -4.70     32.69     66.82
        9.84    -28.83    -16.68     10.23      0.56     96.30     37.56   -122.84      5.37    143.08     72.17      3.31    -39.94    -40.64     14.62    -56.44     58.80    114.97     27.86      1.95     58.43    193.64    -23.74    -34.03     51.38     96.68    178.27    -43.73     15.95     91.04     15.49      2.52    158.46    -96.48     30.30     92.65     73.75     -1.79     48.63      5.28    104.82    -84.85    168.63     16.39    125.88    -12.54     93.99    104.76     48.36    -12.50     -1.17      3.59    -34.21    -18.04    -63.94    -26.80    -14.54     54.22     33.77     95.11    -18.77     41.13     38.25    -26.40   -138.92    -48.16    -21.63     64.52    158.40     81.60    -51.70    -26.88    108.19     32.80    121.17     17.20     10.09     38.24     19.48     -8.38     28.99     68.89
        9.86    -29.68    -22.80      6.56     -7.64    102.01     30.30   -124.60      8.30    143.91     72.29     -4.77    -41.30    -37.34     21.81    -59.96     59.10    117.29     26.12     -0.18     58.88    190.28    -25.03    -37.17     50.26     97.69    180.53    -47.17     22.25     87.20     15.06      4.25    162.98    -95.05     31.38     88.78     76.80     -5.13     51.66      7.89    106.79    -85.82    170.31     17.55    120.45     -8.21     93.11    100.80     43.37    -11.28      0.60      3.74    -31.85    -19.46    -63.69    -30.41    -16.60     54.13     39.55     94.61    -23.45     45.90     35.63    -24.42   -146.74    -52.42    -20.57     65.10    156.85     82.24    -41.03    -28.94    109.96     37.79    123.67     18.94     12.43     29.91     22.13     -6.18     33.12     65.54
        9.88    -33.16    -27.73      2.75     -6.57    101.93     35.11   -120.46     10.00    145.77     73.50     -2.11    -44.35    -38.93     22.05    -55.05     58.77    113.76     25.65     -0.56     56.30    190.36    -21.59    -40.13     52.00    100.85    177.72    -51.76     20.29     91.57     10.57      7.41    161.52    -95.04     39.17     87.88     77.04     -6.90     48.56      8.46    101.83    -78.54    169.47     16.75    123.04     -6.40     89.59    101.65     50.07     -9.95      3.59      5.16    -27.08    -15.62    -66.01    -26.97     -9.45     54.34     36.45     90.92    -24.19     45.37     35.05    -24.83   -146.57    -53.73    -19.41     65.04    160.09     83.83    -45.45    -27.13    108.82     37.11    126.64     17.47      7.46     28.51     22.33     -4.45     29.57     64.48
        9.80    -40.02    -24.46      4.12     -9.94    101.82     33.45   -112.98     17.21    146.95     77.75     -4.96    -44.59    -36.02     23.44    -53.46     59.92    116.54     24.96     -0.47     60.22    194.34    -26.47    -38.96     53.84     95.37    177.77    -50.42     23.83     92.95     10.91      9.53    167.42    -89.88     37.97     86.91     77.67     -4.03     46.39      8.53     99.76    -82.49    173.63     19.74    120.89    -11.42     96.09    103.91     54.62    -11.26      3.26     -1.04    -29.39    -11.77    -68.18    -26.35    -15.51     50.67     38.29     91.90    -20.62     46.45     32.94    -25.80   -153.22    -56.21    -14.05     65.26    159.16     83.90    -43.59    -28.46    101.73     40.32    121.36     19.31      6.93     24.72     20.83     -8.13     34.84     66.69
        9.82    -36.00    -24.94      6.89     -8.15    101.74     37.72   -113.66     19.17    141.92     76.03     -6.66    -47.74    -39.59     22.44    -53.01     61.57    110.58     23.77      1.05     60.36    190.67    -25.06    -47.07     53.15     90.99    179.90    -47.33     33.40     91.55     11.25      7.50    167.18    -86.05     41.87     89.21     75.48      1.49     50.91      2.79    100.77    -79.71    176.71     23.03    127.79    -13.98     94.41     99.33     59.39     -7.12      3.23     -2.10    -33.24    -10.30    -67.53    -25.81    -23.08     54.60     37.16     89.61    -19.97     48.50     35.04    -27.69   -156.44    -60.35     -8.83     66.19    154.38     87.60    -37.09    -27.71     99.86     41.53    122.78     10.63      9.02     25.38     18.56     -0.79     31.75     67.32
        9.94    -36.69    -25.86      8.12    -11.97    101.86     39.38   -111.96     19.42    142.92     75.65     -7.45    -41.19    -41.88     19.95    -56.55     64.75    112.75     28.02      1.79     58.45    194.54    -26.64    -49.49     54.51     87.09    180.79    -51.82     37.30     89.01     14.14      6.34    172.58    -81.53     43.84     91.95     76.96     -0.92     49.09      5.27     97.45    -83.53    175.69     21.33    126.59     -8.42     92.26     98.19     59.39     -6.26      3.99     -6.56    -31.24     -2.25    -68.74    -32.90    -25.97     54.08     38.23     91.59    -20.49     48.02     37.13    -26.63   -160.52    -64.50    -13.64     61.92    155.99     79.58    -35.66    -20.88    103.74     42.80    120.42      9.86      6.32     24.95     20.77      1.32     30.63     75.05
        9.96    -43.38    -26.17      8.60    -15.19     99.42     42.22   -108.62     18.25    145.21     79.96     -3.31    -50.44    -38.54     21.87    -58.69     68.57    116.04     28.08      3.10     54.25    189.30    -23.28    -48.08     55.88     92.31    183.19    -56.63     38.28     90.48     13.04     11.50    174.59    -81.09     42.92     87.24     79.15     -4.90     53.10      7.88     99.01    -84.52    172.93     26.41    125.60    -11.66     94.75    104.18     59.19     -4.43      5.98     -4.77    -24.98     -6.20    -70.73    -29.78    -20.18     54.18     32.99     93.59    -15.32     49.29     39.29    -33.10   -159.30    -63.12    -14.82     62.19    147.93     83.36    -33.73    -24.09     95.53     41.49    115.01      6.19      4.11     28.52     20.02      3.34     34.56     82.43
        9.98    -44.91    -26.45      8.46    -20.05     99.44     42.19   -106.55     23.00    144.00     80.24     -5.53    -50.57    -35.36     19.35    -50.10     71.38    115.70     30.16      3.96     53.36    186.68    -24.84    -44.42     55.79     88.06    183.36    -57.65     38.58     93.05      6.63     10.03    178.37    -83.66     39.44     86.18     74.85     -8.59     45.77      8.22     93.24    -90.07    169.07     24.37    132.22     -8.87    102.17    104.06     57.97     -2.62     10.40     -1.68    -27.60     -6.64    -64.68    -30.79    -22.25     56.96     24.72     92.51    -20.48     48.71     33.97    -33.11   -161.12    -65.10    -15.41     61.07    149.98     87.30    -34.62    -21.96     94.83     44.92    113.87      9.71      0.21     27.60     21.10     -0.75     33.50     85.36
        9.90    -46.89    -29.74     10.97    -20.92     95.96     39.26   -110.12     21.24    137.49     79.77     -1.97    -54.85    -38.36     11.95    -52.36     70.42    116.18     28.00      2.48     56.24    191.76    -20.34    -44.51     58.66     89.18    184.49    -54.64     34.30     91.54     10.87      7.38    178.94    -83.70     32.84     83.08     76.38     -8.39     50.05      5.48     98.29    -98.00    165.92     30.53    134.66     -8.29    105.95    107.89     62.13     -2.64     13.15     -3.11    -26.19    -10.87    -66.40    -33.55    -25.26     61.53     34.61     96.60    -24.83     49.17     35.50    -33.31   -161.49    -69.03    -18.68     57.34    146.96     84.67    -38.49    -20.75     88.38     41.38    115.80      6.67      4.13     26.57     23.49      0.42     32.43     84.94
        9.92    -49.76    -29.93      5.69    -20.16     98.22     37.91   -113.57     22.95    142.07     80.87     -6.37    -57.02    -39.02      8.87    -55.46     69.66    118.57     30.09     -1.37     55.96    190.42    -18.14    -43.34     61.81     86.04    190.14    -53.51     33.76     89.75     15.73      3.67    183.63    -85.30     34.53     83.68     75.91     -6.44     46.82      3.99     97.61    -96.44    164.48     36.08    137.62     -5.39    105.45    104.74     58.54     -0.40     16.35     -4.78    -21.55    -11.07    -67.04    -36.09    -25.34     63.79     33.73     96.17    -27.26     47.12     31.58    -36.26   -160.78    -73.16    -26.87     54.57    149.78     81.62    -37.13    -18.64     91.71     41.47    118.95     10.60      3.44     23.40     28.10     -2.65     33.18     82.65
